,source,postcode,house_is,property_subtype,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,region,building_state_agg,facades_number,price
284,6,9999,HOUSE,VILLA,6.0,5.8998973535824915,True,False,True,True,3.912023005428146,True,5.298317366548036,9.02401079378469,False,F,good,4.0,1590000.0
286,6,9999,HOUSE,HOUSE,3.0,4.962844630259907,True,False,False,False,0.0,True,6.5998704992128365,6.5998704992128365,False,F,to_renovate,3.0,169000.0
287,6,2170,HOUSE,HOUSE,7.0,5.135798437050262,True,False,False,True,0.0,True,0.0,4.248495242049359,False,F,to_renovate,3.0,199000.0
292,6,9700,HOUSE,APARTMENT_BLOCK,3.0,5.303304908059076,True,False,False,False,0.0,True,5.204006687076795,5.823045895483019,False,F,good,0.0,529000.0
293,6,9300,HOUSE,APARTMENT_BLOCK,6.0,5.4638318050256105,True,False,False,True,0.0,False,0.0,6.720220155135295,False,F,good,0.0,579000.0
296,6,5300,HOUSE,APARTMENT_BLOCK,3.0,5.272999558563747,True,False,False,True,2.4849066497880004,False,0.0,5.017279836814924,False,W,good,0.0,340000.0
297,6,9999,HOUSE,COUNTRY_COTTAGE,3.0,5.0106352940962555,True,False,True,True,2.995732273553991,False,0.0,7.752335163302292,False,W,renovated,0.0,350000.0
298,6,1435,HOUSE,APARTMENT_BLOCK,3.0,5.19295685089021,True,False,False,True,4.30406509320417,False,0.0,6.354370040797351,False,W,good,0.0,395000.0
299,6,6140,HOUSE,APARTMENT_BLOCK,9.0,5.926926025970411,True,False,False,True,0.0,False,0.0,7.170119543449628,False,W,good,0.0,495000.0
301,6,1050,HOUSE,APARTMENT_BLOCK,4.0,6.028278520230698,True,False,False,False,0.0,False,0.0,5.087596335232384,False,B,to_renovate,0.0,800000.0
302,6,1070,HOUSE,APARTMENT_BLOCK,9.0,5.991464547107982,True,False,False,False,0.0,False,0.0,4.8283137373023015,False,B,good,0.0,1300000.0
303,6,1050,HOUSE,APARTMENT_BLOCK,7.0,6.253828811575473,True,False,False,True,0.0,True,5.393627546352362,5.8971538676367405,False,B,good,0.0,2200000.0
304,6,9999,HOUSE,HOUSE,5.0,5.298317366548036,True,False,True,False,0.0,False,0.0,7.047517221357296,True,W,good,3.0,445000.0
305,6,1480,HOUSE,APARTMENT_BLOCK,6.0,6.214608098422191,True,False,False,True,4.382026634673881,True,7.341483852363161,7.341483852363161,False,W,good,0.0,560000.0
307,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.579729825986222,False,False,False,False,0.0,False,0.0,5.3471075307174685,False,F,good,0.0,469000.0
309,6,1420,HOUSE,HOUSE,4.0,5.857933154483459,True,False,False,True,1.791759469228055,False,0.0,5.262690188904886,False,W,good,3.0,550000.0
314,6,1420,HOUSE,APARTMENT_BLOCK,8.0,5.62040086571715,True,False,False,False,0.0,False,0.0,7.148345743900068,False,W,good,0.0,990000.0
315,6,7130,HOUSE,APARTMENT_BLOCK,4.0,5.247024072160486,True,False,False,False,0.0,False,0.0,4.30406509320417,False,W,good,0.0,275000.0
316,6,4800,HOUSE,APARTMENT_BLOCK,3.0,4.948759890378168,False,False,False,False,0.0,False,0.0,5.135798437050262,False,W,to_renovate,0.0,100000.0
318,6,9999,HOUSE,HOUSE,2.0,4.605170185988092,True,False,False,True,0.0,True,4.0943445622221,5.0106352940962555,False,W,good,3.0,229000.0
319,6,5500,HOUSE,VILLA,5.0,5.44673737166631,True,False,True,True,3.4011973816621555,True,4.867534450455582,7.077498053569231,False,W,renovated,4.0,269000.0
320,6,8310,HOUSE,HOUSE,2.0,4.700480365792417,False,False,False,False,0.0,False,0.0,6.439350371100098,False,F,to_renovate,3.0,300000.0
321,6,9400,HOUSE,APARTMENT_BLOCK,6.0,6.222576268071369,True,False,False,True,2.6390573296152584,False,0.0,0.0,False,F,good,0.0,649000.0
322,6,1080,HOUSE,APARTMENT_BLOCK,6.0,6.1224928095143865,True,False,False,True,0.0,False,0.0,0.0,False,B,to_renovate,0.0,650000.0
324,6,2800,HOUSE,APARTMENT_BLOCK,4.0,6.456769655572163,True,False,False,True,3.1780538303479458,False,0.0,5.91350300563827,False,F,good,0.0,595000.0
328,6,9600,HOUSE,HOUSE,3.0,4.672828834461906,True,False,False,False,0.0,False,0.0,3.970291913552122,False,F,renovated,3.0,125000.0
329,6,6220,HOUSE,APARTMENT_BLOCK,0.0,5.0106352940962555,True,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,149000.0
331,6,9999,HOUSE,COUNTRY_COTTAGE,4.0,5.991464547107982,True,False,False,True,0.0,False,0.0,7.83002808253384,False,W,to_renovate,0.0,425000.0
332,6,9999,HOUSE,EXCEPTIONAL_PROPERTY,5.0,6.07073772800249,True,False,False,True,0.0,False,0.0,7.371489295214277,False,W,good,4.0,650000.0
333,6,4000,HOUSE,APARTMENT_BLOCK,6.0,6.077642243349034,True,False,False,False,0.0,False,0.0,8.380685946761574,False,W,good,0.0,745000.0
334,6,2018,HOUSE,APARTMENT_BLOCK,15.0,6.380122536899765,False,False,False,False,0.0,False,0.0,5.030437921392435,False,F,to_renovate,0.0,1180000.0
335,6,6220,HOUSE,APARTMENT_BLOCK,0.0,5.598421958998375,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,0.0,170000.0
336,6,6230,HOUSE,APARTMENT_BLOCK,5.0,5.66988092298052,True,False,False,True,2.995732273553991,True,6.214608098422191,6.386879319362645,False,W,to_renovate,0.0,249900.0
338,6,1470,HOUSE,APARTMENT_BLOCK,6.0,5.521460917862246,True,False,False,True,4.382026634673881,False,0.0,5.730099782973574,False,W,good,0.0,375000.0
339,6,4030,HOUSE,HOUSE,4.0,5.652489180268651,True,False,False,True,2.70805020110221,True,3.8066624897703196,5.8289456176102075,False,W,good,3.0,390000.0
342,6,1000,HOUSE,APARTMENT_BLOCK,3.0,4.718498871295094,True,True,False,False,0.0,False,0.0,3.5553480614894135,False,B,good,0.0,999000.0
343,6,1200,HOUSE,APARTMENT_BLOCK,5.0,5.71042701737487,True,False,False,True,2.302585092994046,False,0.0,0.0,False,B,good,0.0,1195000.0
344,6,1470,HOUSE,EXCEPTIONAL_PROPERTY,6.0,6.171700597410915,True,False,False,True,0.0,True,8.294049640102028,10.126631103850338,True,W,renovated,4.0,1950000.0
350,6,2560,HOUSE,APARTMENT_BLOCK,12.0,6.139884552226255,True,False,False,True,0.0,False,0.0,6.464588303689961,False,F,renovated,0.0,1320000.0
351,6,4500,HOUSE,APARTMENT_BLOCK,3.0,5.575949103146316,True,True,False,False,0.0,False,0.0,4.477336814478207,False,W,to_renovate,0.0,195000.0
357,6,1180,HOUSE,APARTMENT_BLOCK,3.0,7.138866999945524,True,False,False,True,0.0,False,0.0,6.709304340258298,False,B,good,0.0,3650000.0
358,6,1190,HOUSE,APARTMENT_BLOCK,3.0,7.138866999945524,True,False,False,True,0.0,False,0.0,6.709304340258298,False,B,good,0.0,3650000.0
359,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.111987788356544,False,False,False,False,0.0,False,0.0,4.1588830833596715,False,W,good,0.0,120000.0
361,6,1070,HOUSE,HOUSE,13.0,7.371489295214277,True,False,False,False,0.0,False,0.0,0.0,False,B,to_renovate,3.0,1450000.0
362,6,1180,HOUSE,APARTMENT_BLOCK,0.0,7.489970898834801,False,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,3700000.0
363,6,1190,HOUSE,APARTMENT_BLOCK,0.0,7.489970898834801,False,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,3700000.0
365,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.438079308923196,True,False,False,False,0.0,False,0.0,5.0106352940962555,False,W,good,0.0,515000.0
366,6,5000,HOUSE,APARTMENT_BLOCK,12.0,5.537334267018537,True,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,650000.0
367,6,9999,HOUSE,APARTMENT_BLOCK,3.0,5.247024072160486,True,False,False,False,0.0,False,0.0,6.697034247666484,False,W,renovated,0.0,290000.0
370,6,6700,HOUSE,APARTMENT_BLOCK,3.0,5.087596335232384,True,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,390000.0
375,6,1030,HOUSE,APARTMENT_BLOCK,3.0,5.501258210544727,False,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,693000.0
376,6,9999,HOUSE,EXCEPTIONAL_PROPERTY,12.0,6.684611727667927,True,False,False,False,0.0,True,10.915088464214607,10.915088464214607,False,F,good,4.0,1800000.0
377,6,7110,HOUSE,HOUSE,4.0,4.553876891600541,False,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,3.0,119000.0
378,6,8000,HOUSE,HOUSE,4.0,5.147494476813453,True,False,False,True,0.0,False,0.0,9.392661928770137,False,F,good,3.0,369000.0
379,6,8490,HOUSE,HOUSE,5.0,6.198478716492308,True,False,False,True,0.0,False,0.0,6.9167150203536085,False,F,good,3.0,449000.0
380,6,1070,HOUSE,HOUSE,6.0,5.703782474656201,True,False,False,False,0.0,True,4.382026634673881,5.262690188904886,False,B,good,3.0,530000.0
381,6,1070,HOUSE,APARTMENT_BLOCK,6.0,5.6937321388027,True,False,False,False,0.0,True,4.382026634673881,5.262690188904886,False,B,to_renovate,0.0,530000.0
382,6,1080,HOUSE,APARTMENT_BLOCK,10.0,6.551080335043404,False,False,False,True,0.0,False,0.0,0.0,False,B,good,0.0,1490000.0
383,6,8000,HOUSE,APARTMENT_BLOCK,2.0,5.135798437050262,True,False,False,False,0.0,False,0.0,0.0,False,F,good,0.0,373000.0
384,6,3000,HOUSE,HOUSE,3.0,5.298317366548036,True,False,False,False,0.0,False,0.0,3.9512437185814275,False,F,good,3.0,1175000.0
386,6,1190,HOUSE,APARTMENT_BLOCK,8.0,6.396929655216146,True,False,False,True,3.6375861597263857,True,4.787491742782046,5.659482215759621,False,B,good,0.0,1400000.0
387,6,1480,HOUSE,APARTMENT_BLOCK,24.0,6.745236349484363,True,False,False,True,4.382026634673881,False,0.0,6.214608098422191,False,W,good,0.0,575000.0
388,6,8300,HOUSE,VILLA,4.0,6.234410725718371,True,False,False,True,0.0,False,0.0,8.149312843635345,False,F,good,4.0,4200000.0
389,6,9999,HOUSE,APARTMENT_BLOCK,12.0,6.234410725718371,False,False,False,False,0.0,False,0.0,5.991464547107982,False,F,good,0.0,950000.0
391,6,1030,HOUSE,APARTMENT_BLOCK,4.0,5.298317366548036,False,False,False,True,2.302585092994046,True,4.867534450455582,5.393627546352362,False,B,to_renovate,0.0,395000.0
392,6,1060,HOUSE,APARTMENT_BLOCK,9.0,6.551080335043404,True,False,False,True,4.0943445622221,True,4.0943445622221,5.480638923341991,False,B,good,0.0,2950000.0
393,6,9999,HOUSE,APARTMENT_BLOCK,3.0,4.941642422609304,True,False,False,False,0.0,False,0.0,4.110873864173311,False,W,good,0.0,145000.0
395,6,9999,HOUSE,MANSION,6.0,5.616771097666572,True,False,False,True,3.6375861597263857,True,6.131226489483141,6.453624998892692,False,W,renovated,2.0,270000.0
396,6,3300,HOUSE,APARTMENT_BLOCK,5.0,5.278114659230517,True,False,False,True,2.0794415416798357,False,0.0,0.0,False,F,good,0.0,349000.0
398,6,1050,HOUSE,APARTMENT_BLOCK,5.0,5.616771097666572,True,False,False,True,2.6390573296152584,False,0.0,4.68213122712422,False,B,good,0.0,985000.0
400,6,1000,HOUSE,APARTMENT_BLOCK,10.0,6.573680166960646,True,True,False,True,2.70805020110221,False,0.0,0.0,False,B,good,0.0,1975000.0
404,6,9280,HOUSE,APARTMENT_BLOCK,5.0,5.298317366548036,False,False,False,True,0.0,False,0.0,5.91350300563827,False,F,good,0.0,580000.0
405,6,9999,HOUSE,APARTMENT_BLOCK,4.0,4.941642422609304,True,False,False,False,0.0,False,0.0,6.661854740545311,False,W,good,0.0,395000.0
409,6,8300,HOUSE,HOUSE,2.0,5.123963979403259,False,False,False,True,0.0,False,0.0,4.700480365792417,False,F,good,3.0,470000.0
410,6,9280,HOUSE,HOUSE,4.0,5.991464547107982,True,False,False,True,4.31748811353631,False,0.0,5.8971538676367405,False,F,good,3.0,599000.0
411,6,1332,HOUSE,APARTMENT_BLOCK,2.0,5.424950017481403,True,False,False,True,0.0,False,0.0,6.371611847231857,False,W,good,0.0,3540000.0
412,6,3090,HOUSE,APARTMENT_BLOCK,2.0,5.424950017481403,True,False,False,True,0.0,False,0.0,6.371611847231857,False,F,good,0.0,3540000.0
413,6,8000,HOUSE,HOUSE,3.0,5.056245805348308,True,False,False,True,3.912023005428146,False,0.0,4.663439094112067,False,F,renovated,3.0,385000.0
414,6,1190,HOUSE,APARTMENT_BLOCK,3.0,5.438079308923196,True,False,False,True,0.6931471805599453,True,4.382026634673881,5.170483995038151,False,B,to_renovate,0.0,500000.0
415,6,8000,HOUSE,MANSION,3.0,5.583496308781699,True,False,False,True,3.6375861597263857,False,0.0,4.477336814478207,False,F,good,2.0,595000.0
416,6,8210,HOUSE,COUNTRY_COTTAGE,4.0,5.480638923341991,True,False,False,False,0.0,False,0.0,9.651365655482898,True,F,renovated,0.0,895000.0
417,6,9000,HOUSE,APARTMENT_BLOCK,4.0,5.616771097666572,True,False,False,True,3.828641396489095,False,0.0,0.0,False,F,renovated,0.0,1075000.0
419,6,4032,HOUSE,TOWN_HOUSE,3.0,4.700480365792417,False,False,False,False,0.0,False,0.0,6.214608098422191,False,W,renovated,3.0,235000.0
421,6,1030,HOUSE,APARTMENT_BLOCK,3.0,5.241747015059643,False,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,523000.0
423,6,9999,HOUSE,APARTMENT_BLOCK,3.0,4.919980925828125,True,False,False,True,3.6888794541139363,True,4.382026634673881,5.049856007249537,False,W,good,0.0,169000.0
426,6,9000,HOUSE,HOUSE,5.0,4.955827057601261,True,False,False,False,0.0,False,0.0,4.718498871295094,False,F,good,3.0,290000.0
428,6,9999,HOUSE,APARTMENT_BLOCK,0.0,5.768320995793772,True,False,False,False,0.0,False,0.0,6.79346613258001,False,F,good,0.0,835000.0
431,6,1430,HOUSE,FARMHOUSE,2.0,6.19644412779452,False,False,False,True,0.0,False,0.0,6.551080335043404,False,W,to_renovate,0.0,295000.0
437,6,9999,HOUSE,APARTMENT_BLOCK,3.0,5.968707559985366,True,True,False,False,0.0,False,0.0,5.968707559985366,False,F,good,0.0,425000.0
438,6,9999,HOUSE,APARTMENT_BLOCK,3.0,5.968707559985366,True,True,False,False,0.0,False,0.0,5.968707559985366,False,F,good,0.0,450000.0
439,6,1040,HOUSE,HOUSE,6.0,5.53338948872752,False,False,False,False,0.0,True,4.382026634673881,5.087596335232384,False,B,good,3.0,850000.0
440,6,3000,HOUSE,APARTMENT_BLOCK,13.0,5.84354441703136,True,False,False,False,0.0,True,3.912023005428146,4.983606621708336,False,F,good,0.0,2160000.0
442,6,8300,HOUSE,HOUSE,3.0,5.424950017481403,True,False,True,True,3.2188758248682006,False,0.0,5.093750200806762,False,F,good,3.0,498000.0
444,6,9999,HOUSE,APARTMENT_BLOCK,10.0,5.991464547107982,True,False,False,True,0.0,False,0.0,7.003065458786462,False,W,good,0.0,450000.0
446,6,1050,HOUSE,APARTMENT_BLOCK,5.0,5.220355825078324,True,False,False,False,0.0,False,0.0,4.343805421853684,False,B,to_renovate,0.0,765000.0
447,6,8370,HOUSE,HOUSE,5.0,5.8289456176102075,False,False,False,False,0.0,False,0.0,4.770684624465665,False,F,good,3.0,549000.0
451,6,6000,HOUSE,APARTMENT_BLOCK,10.0,6.802394763324311,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,0.0,328000.0
456,6,1070,HOUSE,APARTMENT_BLOCK,4.0,5.247024072160486,True,False,False,True,3.8918202981106265,False,0.0,0.0,False,B,good,0.0,519000.0
457,6,1030,HOUSE,APARTMENT_BLOCK,5.0,5.720311776607412,False,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,818000.0
459,6,4540,HOUSE,HOUSE,1.0,5.187385805840755,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,3.0,199000.0
460,6,1030,HOUSE,APARTMENT_BLOCK,7.0,6.052089168924417,True,False,False,False,0.0,False,0.0,5.934894195619588,False,B,good,0.0,750000.0
461,6,1000,HOUSE,APARTMENT_BLOCK,12.0,6.363028103540465,False,False,False,False,0.0,False,0.0,5.0106352940962555,False,B,to_renovate,0.0,1375000.0
464,6,2880,HOUSE,APARTMENT_BLOCK,2.0,4.653960350157523,False,False,False,True,0.0,False,0.0,0.0,False,F,good,0.0,165000.0
465,6,4400,HOUSE,APARTMENT_BLOCK,6.0,5.60947179518496,True,False,False,False,0.0,True,5.991464547107982,6.45833828334479,False,W,to_renovate,0.0,329000.0
466,6,8380,HOUSE,HOUSE,0.0,5.393627546352362,False,False,False,False,0.0,False,0.0,5.181783550292085,False,F,good,3.0,450000.0
467,6,8000,HOUSE,HOUSE,2.0,5.247024072160486,False,False,False,False,0.0,False,0.0,5.075173815233827,False,F,good,3.0,498000.0
468,6,9999,HOUSE,APARTMENT_BLOCK,18.0,7.313220387090301,True,False,False,True,0.0,False,0.0,7.824046010856292,False,W,to_renovate,0.0,585000.0
471,6,9999,HOUSE,APARTMENT_BLOCK,6.0,5.736572297479192,True,False,False,True,0.0,False,0.0,6.3080984415095305,False,W,good,0.0,370000.0
472,6,9999,HOUSE,APARTMENT_BLOCK,10.0,6.26530121273771,True,False,False,True,0.0,False,0.0,6.705639094860003,False,F,good,0.0,1050000.0
473,6,9050,HOUSE,APARTMENT_BLOCK,10.0,5.950642552587727,False,False,False,True,2.995732273553991,False,0.0,4.997212273764115,False,F,good,0.0,1450000.0
474,6,8660,HOUSE,VILLA,4.0,5.501258210544727,True,False,False,False,0.0,False,0.0,7.133295954896068,False,F,good,4.0,824000.0
475,6,9032,HOUSE,APARTMENT_BLOCK,0.0,6.507277712385012,False,False,False,False,0.0,False,0.0,6.068425588244111,False,F,good,0.0,2500000.0
477,6,6140,HOUSE,APARTMENT_BLOCK,4.0,5.272999558563747,False,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,180000.0
478,6,9999,HOUSE,APARTMENT_BLOCK,2.0,5.541263545158426,False,False,False,False,0.0,False,0.0,0.0,False,F,good,0.0,635000.0
480,6,9999,HOUSE,HOUSE,5.0,5.857933154483459,False,False,False,False,0.0,False,0.0,6.159095388491933,False,W,to_renovate,3.0,275000.0
481,6,4000,HOUSE,HOUSE,7.0,5.541263545158426,True,False,False,True,2.302585092994046,True,4.276666119016055,4.983606621708336,False,W,to_renovate,3.0,305000.0
484,6,4020,HOUSE,APARTMENT_BLOCK,16.0,6.163314804034641,False,False,False,True,0.6931471805599453,False,0.0,4.584967478670572,False,W,to_renovate,0.0,630000.0
485,6,1180,HOUSE,APARTMENT_BLOCK,7.0,5.940171252720432,True,False,False,True,3.1354942159291497,True,5.298317366548036,5.973809611869261,False,B,to_renovate,0.0,945000.0
486,6,3001,HOUSE,HOUSE,4.0,5.717027701406222,True,False,False,False,0.0,False,0.0,5.736572297479192,False,F,good,3.0,1090000.0
489,6,6032,HOUSE,CASTLE,6.0,5.703782474656201,False,False,False,True,0.0,True,7.133295954896068,7.239214973779806,False,W,to_renovate,0.0,535000.0
490,6,9999,HOUSE,APARTMENT_BLOCK,100.0,9.082507000466299,True,False,False,False,0.0,False,0.0,10.714417768752456,False,W,renovated,0.0,15000000.0
491,6,9280,HOUSE,HOUSE,3.0,5.204006687076795,False,False,False,True,0.0,False,0.0,5.0106352940962555,False,F,good,3.0,195000.0
493,6,1060,HOUSE,APARTMENT_BLOCK,10.0,6.363028103540465,False,False,False,False,0.0,False,0.0,4.941642422609304,False,B,to_renovate,0.0,990000.0
494,6,9420,HOUSE,HOUSE,2.0,4.330733340286331,True,False,False,True,0.0,False,0.0,5.438079308923196,False,F,to_renovate,3.0,139000.0
497,6,4030,HOUSE,APARTMENT_BLOCK,4.0,6.345636360828596,True,False,False,False,0.0,True,5.84354441703136,6.5998704992128365,False,W,to_renovate,0.0,499500.0
498,6,9999,HOUSE,HOUSE,3.0,5.342334251964811,True,False,False,False,0.0,False,0.0,7.398174092970465,False,F,good,3.0,499900.0
499,6,3000,HOUSE,HOUSE,7.0,6.2285110035911835,False,False,False,False,0.0,False,0.0,6.507277712385012,False,F,good,3.0,1375000.0
500,6,9999,HOUSE,HOUSE,2.0,4.248495242049359,False,False,False,False,0.0,False,0.0,0.0,False,F,good,3.0,207010.0
501,6,9999,HOUSE,HOUSE,3.0,5.6131281063880705,False,False,False,True,0.0,False,0.0,0.0,False,W,good,3.0,240000.0
502,6,8301,HOUSE,HOUSE,2.0,4.31748811353631,False,False,False,True,0.0,False,0.0,0.0,False,F,good,3.0,240000.0
503,6,8670,HOUSE,HOUSE,2.0,4.787491742782046,True,False,False,True,1.9459101490553132,False,0.0,5.3612921657094255,False,F,to_renovate,3.0,249000.0
505,6,1000,HOUSE,APARTMENT_BLOCK,0.0,6.4457198193855785,True,False,False,False,0.0,False,0.0,0.0,False,B,good,0.0,2450000.0
506,6,4800,HOUSE,APARTMENT_BLOCK,2.0,5.455321115357702,False,False,False,False,0.0,False,0.0,4.394449154672439,False,W,to_renovate,0.0,149000.0
510,6,9230,HOUSE,APARTMENT_BLOCK,5.0,5.37989735354046,True,False,False,True,0.0,False,0.0,5.583496308781699,False,F,good,0.0,745000.0
511,6,1070,HOUSE,APARTMENT_BLOCK,15.0,6.892641641172089,True,False,False,False,0.0,False,0.0,5.940171252720432,False,B,good,0.0,1950000.0
512,6,6000,HOUSE,APARTMENT_BLOCK,3.0,4.110873864173311,True,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,325000.0
513,6,1050,HOUSE,HOUSE,6.0,5.521460917862246,True,False,False,False,0.0,False,0.0,4.0943445622221,False,B,good,3.0,650000.0
514,6,5030,HOUSE,EXCEPTIONAL_PROPERTY,1.0,6.684611727667927,False,False,False,False,0.0,False,0.0,7.050122520269059,False,W,good,4.0,970000.0
515,6,7300,HOUSE,HOUSE,3.0,4.836281906951478,True,False,False,True,0.0,False,0.0,5.41610040220442,False,W,good,3.0,85000.0
516,6,9420,HOUSE,HOUSE,2.0,4.875197323201151,True,False,False,False,0.0,False,0.0,5.3471075307174685,False,F,to_renovate,3.0,139000.0
517,6,9000,HOUSE,HOUSE,5.0,4.74493212836325,False,False,False,False,0.0,False,0.0,3.8501476017100584,False,F,good,3.0,395000.0
519,6,1600,HOUSE,APARTMENT_BLOCK,2.0,4.927253685157205,True,False,False,False,0.0,False,0.0,5.220355825078324,False,F,good,0.0,280000.0
521,6,9999,HOUSE,APARTMENT_BLOCK,0.0,5.703782474656201,False,False,False,True,0.0,False,0.0,6.363028103540465,False,W,to_renovate,0.0,260000.0
522,6,6060,HOUSE,APARTMENT_BLOCK,15.0,6.214608098422191,False,False,False,False,0.0,False,0.0,6.774223886357614,False,W,to_renovate,0.0,335000.0
525,6,9999,HOUSE,VILLA,3.0,4.653960350157523,True,True,False,False,0.0,False,0.0,0.0,False,W,renovated,4.0,270000.0
528,6,9000,HOUSE,APARTMENT_BLOCK,7.0,6.040254711277414,False,False,False,False,0.0,False,0.0,4.955827057601261,False,F,renovated,0.0,1250000.0
